시도교육청,교육지원청,학교명,학교급,설립구분,학교특성,개교기념일,학교도로명 주소,전화번호,홈페이지 주소,24년 학생수,24년 1인당 기본적 교육활동비,24년 1인당 선택적 교육활동비,24년 1인당 교육비,23년 학생수,23년 1인당 기본적 교육활동비,23년 1인당 선택적 교육활동비,23년 1인당 교육비,22년 학생수,22년 1인당 기본적 교육활동비,22년 1인당 선택적 교육활동비,22년 1인당 교육비
서울특별시교육청,서울특별시성북강북교육지원청,남대문중학교,중학교,사립,,19340520.0,서울특별시 성북구 한천로 660-30,02-942-3184,http://namdaemoon.sen.ms.kr,463.0,618210.3801295896,137082.72138228943,755293.101511879,457.0,716107.6083150984,164316.63019693654,880424.238512035,474.0,475237.70675105485,181615.25316455693,656852.9599156118
서울특별시교육청,서울특별시동작관악교육지원청,남서울중학교,중학교,공립,,19640501.0,서울특별시 관악구 남부순환로172길 97,02-855-9832,https://namseoul.sen.ms.kr,277.0,1116531.7328519856,207566.1010830325,1324097.8339350182,271.0,1122900.811808118,348285.7933579336,1471186.6051660518,283.0,730593.3922261484,463828.3038869258,1194421.6961130742
서울특별시교육청,서울특별시동작관악교육지원청,남성중학교,중학교,공립,,19830429.0,서울특별시 동작구 남부순환로269길 166,02-520-7500,http://namsung.sen.ms.kr,271.0,1057745.6900369003,229536.30996309963,1287282.0,281.0,948457.053380783,335339.28113879,1283796.334519573,304.0,767923.697368421,323145.82236842107,1091069.519736842
서울특별시교육청,서울특별시강남서초교육지원청,내곡중학교,중학교,공립,,20180501.0,서울특별시 서초구 청계산로7길 9-20,02-571-9532,https://naegok.sen.ms.kr,424.0,502572.99056603765,31085.44811320755,533658.4386792453,391.0,568502.6086956521,111270.84398976984,679773.452685422,321.0,711600.0311526479,146312.92834890966,857912.9595015574
서울특별시교육청,서울특별시북부교육지원청,노곡중학교,중학교,공립,,19890506.0,서울특별시 도봉구 노해로70길 95,02-996-5232,http://nogok.sen.ms.kr,340.0,677017.7647058824,70921.41176470589,747939.1764705883,338.0,1069037.1893491123,170038.6982248521,1239075.8875739644,364.0,616233.6675824176,184591.7032967033,800825.370879121
서울특별시교육청,서울특별시북부교육지원청,노원중학교,중학교,공립,,19890504.0,서울특별시 노원구 동일로213길 26,02-3391-6921,http://nowon.sen.ms.kr,408.0,547431.0294117647,150762.1568627451,698193.1862745098,452.0,662807.3672566372,230642.72123893804,893450.0884955752,448.0,520881.0491071429,221751.8080357143,742632.8571428572
서울특별시교육청,서울특별시북부교육지원청,노일중학교,중학교,공립,,19950504.0,서울특별시 노원구 동일로231길 24,02-3391-0092,http://noil.sen.ms.kr,340.0,507441.2647058824,51410.73529411765,558852.0,372.0,694183.6397849462,140090.6182795699,834274.2580645161,390.0,809103.7435897436,127652.10256410256,936755.8461538462
서울특별시교육청,서울특별시북부교육지원청,녹천중학교,중학교,공립,,19950506.0,서울특별시 노원구 월계로 376,02-978-4592,http://nokcheon.sen.ms.kr,375.0,470685.704,85808.29333333333,556493.9973333334,418.0,480305.67224880384,80938.94736842105,561244.6196172249,451.0,427070.74501108646,65188.159645232816,492258.9046563193
서울특별시교육청,서울특별시강남서초교육지원청,단국대학교사범대학부속중학교,중학교,사립,,19471103.0,서울특별시 강남구 도곡로64길 21,02-2191-2600,http://dankook.sen.ms.kr,614.0,766076.848534202,350575.7361563518,1116652.5846905538,606.0,735325.9356435643,346790.9653465347,1082116.9009900987,614.0,269378.71335504885,347995.8436482085,617374.5570032573
서울특별시교육청,서울특별시동작관악교육지원청,당곡중학교,중학교,공립,,19830509.0,서울특별시 관악구 봉천로13길 101,02-870-7700,http://danggok.sen.ms.kr,515.0,577476.4912621359,190758.83495145632,768235.3262135922,541.0,601543.7689463956,187382.9168207024,788926.685767098,541.0,837356.8022181146,226905.93345656196,1064262.7356746765
서울특별시교육청,서울특별시남부교육지원청,당산서중학교,중학교,공립,,19821209.0,서울특별시 영등포구 당산로41길 12,02-2676-0962,http://dangsanseo.sen.ms.kr,463.0,893345.3390928725,47018.85529157667,940364.1943844493,468.0,828432.5213675213,118648.31196581195,947080.8333333331,502.0,813208.766932271,100699.38247011953,913908.1494023904
서울특별시교육청,서울특별시남부교육지원청,당산중학교,중학교,공립,,19681002.0,서울특별시 영등포구 버드나루로 160,02-2177-9900,http://dangsan.sen.ms.kr,450.0,792527.7333333332,123696.22222222222,916223.9555555555,438.0,955649.1324200912,249952.19178082192,1205601.3242009133,468.0,954864.8076923075,264380.83333333326,1219245.641025641
서울특별시교육청,서울특별시중부교육지원청,대경중학교,중학교,사립,,19560416.0,서울특별시 중구 매봉18길 111,02-2235-5158,https://dk.sen.ms.kr,345.0,1030224.3652173912,395898.4695652174,1426122.8347826088,294.0,1166287.3809523813,450850.7142857143,1617138.0952380954,264.0,1111046.7045454546,494992.2651515152,1606038.9696969695
서울특별시교육청,서울특별시동부교육지원청,대광중학교,중학교,사립,,19471025.0,서울특별시 동대문구 안암로 6,02-940-2244,http://dgm.sen.ms.kr,345.0,931679.3971014493,463495.7826086957,1395175.179710145,357.0,882107.9551820728,395601.8151260504,1277709.7703081232,346.0,507797.6011560694,354186.2196531792,861983.8208092486
서울특별시교육청,서울특별시남부교육지원청,대림중학교,중학교,공립,,19840419.0,서울특별시 영등포구 시흥대로185길 6,02-845-2171,http://daerim.sen.ms.kr,451.0,820332.195121951,106694.87804878048,927027.0731707315,451.0,1136918.4922394678,132495.09977827052,1269413.5920177384,457.0,696308.1181619256,248444.7921225383,944752.910284464
서울특별시교육청,서울특별시강남서초교육지원청,대명중학교,중학교,공립,,19900501.0,서울특별시 강남구 역삼로87길 26,02-563-3701,http://daemyeong.sen.ms.kr,1009.0,592712.4658077304,106521.17938553022,699233.6451932606,996.0,695603.3232931726,136345.0200803213,831948.343373494,1002.0,356785.28343313374,182525.86826347304,539311.1516966068
서울특별시교육청,서울특별시동작관악교육지원청,대방중학교,중학교,공립,,19720901.0,서울특별시 동작구 여의대방로10길 24,02-831-2502,http://daebang.sen.ms.kr,694.0,571466.5576368877,94266.469740634,665733.0273775216,718.0,584593.9846796658,135961.90111420612,720555.885793872,758.0,332786.6926121372,129678.66754617414,462465.36015831126
서울특별시교육청,서울특별시서부교육지원청,대성중학교,중학교,사립,,19690115.0,서울특별시 은평구 갈현로29길 51-24,02-6252-1100,https://dsms.sen.ms.kr,398.0,717126.5703517587,251628.7889447236,968755.3592964824,407.0,746669.8402948403,262074.0687960688,1008743.9090909092,453.0,569962.8035320088,193263.4657836645,763226.2693156733
서울특별시교육청,서울특별시중부교육지원청,대신중학교,중학교,사립,,19380405.0,서울특별시 종로구 사직로 9,02-736-0318,http://dae-shin.sen.ms.kr,261.0,1064305.5249042143,250843.14176245208,1315148.6666666667,289.0,1159501.7162629757,262153.18339100346,1421654.899653979,349.0,578247.0200573065,224524.0916905444,802771.111747851
서울특별시교육청,서울특별시남부교육지원청,대영중학교,중학교,공립,,19880502.0,서울특별시 영등포구 도림로80가길 14,02-848-7781,http://daeyoung.sen.ms.kr,632.0,511062.14240506326,206782.38924050637,717844.5316455696,614.0,439736.0912052117,145375.96091205213,585112.0521172638,605.0,510460.80991735536,183521.76859504133,693982.5785123967
서울특별시교육청,서울특별시강남서초교육지원청,대왕중학교,중학교,공립,,19940506.0,서울특별시 강남구 광평로20길 7,02-2226-2646,http://daewang.sen.ms.kr,889.0,510788.68053993245,59408.61304836896,570197.2935883015,892.0,451651.6053811659,133861.24439461884,585512.8497757848,903.0,400350.6866002215,185446.15060908085,585796.8372093023
서울특별시교육청,서울특별시성동광진교육지원청,대원국제중학교,중학교,사립,,19770520.0,서울특별시 광진구 용마산로22길 26,02-2204-1592,http://daewon.ms.kr,497.0,2289171.5311871227,276163.6217303823,2565335.152917505,493.0,2196406.1947261663,1590678.168356998,3787084.363083164,498.0,2264437.182730924,212326.71485943772,2476763.897590361
서울특별시교육청,서울특별시강남서초교육지원청,대청중학교,중학교,공립,,19870506.0,서울특별시 강남구 양재천로 321,02-553-9830,http://daecheong.sen.ms.kr,1086.0,532537.3480662983,90829.63167587476,623366.9797421731,1080.0,667809.0555555555,121388.27777777778,789197.3333333331,1064.0,408144.32330827066,60306.52255639098,468450.8458646616
서울특별시교육청,서울특별시강남서초교육지원청,대치중학교,중학교,공립,,19860129.0,서울특별시 강남구 남부순환로378길 39,02-572-9781,http://daechi.sen.ms.kr,553.0,457329.43942133815,1219322.52079566,1676651.960216998,588.0,462205.6462585034,948500.518707483,1410706.1649659865,624.0,408308.56089743593,898211.3253205128,1306519.8862179487
서울특별시교육청,서울특별시서부교육지원청,덕산중학교,중학교,공립,,19880419.0,서울특별시 은평구 가좌로 400,02-3146-7200,https://duksan.sen.ms.kr,341.0,726175.6715542522,521992.5219941349,1248168.1935483867,327.0,927065.5229357795,536303.3944954128,1463368.9174311925,347.0,662514.9855907781,459152.939481268,1121667.925072046
서울특별시교육청,서울특별시중부교육지원청,덕성여자중학교,중학교,사립,,19461001.0,서울특별시 종로구 율곡로3길 49,02-733-4807,http://duksung.sen.ms.kr,154.0,2204547.538961039,1091994.142857143,3296541.6818181816,150.0,2346874.94,968031.0,3314905.94,138.0,1587512.4855072463,1103034.0579710144,2690546.5434782607
서울특별시교육청,서울특별시중부교육지원청,덕수중학교,중학교,공립,,19100413.0,서울 중구 마른내로9길 10,02-2265-9063,http://ducksu.sen.ms.kr,228.0,1537178.3157894737,3459853.464912281,4997031.780701755,239.0,1576435.439330544,3574582.217573222,5151017.656903766,244.0,1735235.737704918,3633633.401639344,5368869.139344262
서울특별시교육청,서울특별시강서양천교육지원청,덕원중학교,중학교,사립,,19780429.0,서울특별시 강서구 강서로45길 91-44,02-2660-7955,http://deokwon.sen.ms.kr,736.0,583757.9076086957,239892.7921195652,823650.6997282607,743.0,698456.8209959624,178489.32166890983,876946.1426648721,772.0,351655.3730569948,174890.93523316062,526546.3082901554
서울특별시교육청,서울특별시강남서초교육지원청,도곡중학교,중학교,공립,,19910423.0,서울특별시 강남구 언주로57길 31,02-3462-5951,http://dogok.sen.ms.kr,760.0,774579.6710526316,58608.48684210526,833188.1578947369,709.0,888004.3244005643,77025.4724964739,965029.7968970381,749.0,530153.5460614152,69870.29372496663,600023.8397863818
서울특별시교육청,서울특별시북부교육지원청,도봉중학교,중학교,공립,,19711025.0,서울특별시 도봉구 마들로 671,02-954-4117,http://dobong.sen.ms.kr,299.0,634964.8662207358,71328.09364548494,706292.9598662208,345.0,1092180.3333333333,175252.60869565216,1267432.9420289854,401.0,630192.7431421446,856112.7431421446,1486305.4862842893
서울특별시교육청,서울특별시성북강북교육지원청,동구여자중학교,중학교,사립,,19420617.0,서울특별시 성북구 성북로8길 71,02-762-1304,http://dong-gu.sen.ms.kr,274.0,1041779.6204379562,200625.14598540147,1242404.7664233577,298.0,1116550.9798657715,215340.6711409396,1331891.6510067114,343.0,553005.3527696793,142010.37900874636,695015.7317784256
서울특별시교육청,서울특별시성동광진교육지원청,동국대학교사범대학부속가람중학교,중학교,사립,,19300620.0,서울특별시 광진구 광나루로36길 47,02-6948-2280,https://garam.sen.ms.kr,413.0,923980.0823244551,181974.7433414044,1105954.8256658595,414.0,863514.22705314,201055.04830917876,1064569.2753623188,471.0,708941.787685775,186456.62420382164,895398.4118895966
서울특별시교육청,서울특별시동부교육지원청,동국대학교사범대학부속중학교,중학교,사립,,19470624.0,서울특별시 동대문구 장안벚꽃로 201,02-6716-1700,http://dongguk.sen.ms.kr,523.0,471603.17399617593,172690.8413001912,644294.0152963671,537.0,493420.55307262565,146341.19180633148,639761.7448789572,520.0,335521.6538461539,130440.0826923077,465961.7365384616
서울특별시교육청,서울특별시동부교육지원청,동대문중학교,중학교,공립,,19630318.0,서울특별시 동대문구 사가정로 59,02-3407-4231,http://dongdaemun.sen.ms.kr,583.0,861890.4545454547,119080.73756432248,980971.192109777,578.0,859128.4394463667,545062.6816608997,1404191.1211072663,592.0,874696.268581081,194382.39527027027,1069078.6638513512
서울특별시교육청,서울특별시강남서초교육지원청,동덕여자중학교,중학교,사립,,19100427.0,서울특별시 서초구 효령로2길 123-5,02-586-5417,http://dongduk.sen.ms.kr,401.0,956119.5461346634,177517.73067331672,1133637.27680798,448.0,1108749.5200892857,401680.84821428574,1510430.3683035714,474.0,1075853.9915611814,133877.51054852322,1209731.5021097043
서울특별시교육청,서울특별시서부교육지원청,동도중학교,중학교,사립,,19620628.0,서울특별시 마포구 백범로 139,02-716-5391,http://dong-do.sen.ms.kr,629.0,680284.1780604132,670270.7949125596,1350554.9729729728,650.0,581495.4030769231,809453.6923076921,1390949.0953846157,683.0,499568.682284041,747181.6105417276,1246750.2928257687
서울특별시교육청,서울특별시성동광진교육지원청,동마중학교,중학교,공립,,19850426.0,서울특별시 성동구 마조로11길 18,02-2294-6085,http://dongma.sen.ms.kr,371.0,676627.5202156334,87531.72506738544,764159.2452830189,382.0,1028709.5785340314,165939.1884816754,1194648.7670157067,397.0,679234.3073047859,156236.14609571788,835470.4534005038
서울특별시교육청,서울특별시서부교육지원청,동명여자중학교,중학교,사립,,19210603.0,서울특별시 서대문구 독립문로 49,02-363-5043,http://dongmyunggirls.sen.ms.kr,247.0,1089892.064777328,336820.5668016194,1426712.6315789474,249.0,1206637.5100401607,336853.5742971888,1543491.0843373495,241.0,1010237.510373444,312501.41078838176,1322738.9211618258
서울특별시교육청,서울특별시강동송파교육지원청,동북중학교,중학교,사립,,19530604.0,서울특별시 강동구 강동대로 305,02-477-2280,http://dongbuk.sen.ms.kr,230.0,819441.5217391306,2105135.695652174,2924577.217391304,233.0,924353.991416309,1895495.321888412,2819849.3133047214,244.0,340562.868852459,1731885.6557377048,2072448.524590164
서울특별시교육청,서울특별시중부교육지원청,동성중학교,중학교,사립,,19381208.0,서울특별시 종로구 대학로 156,02-3671-9101,sds.sen.ms.kr,210.0,593369.0523809524,836992.619047619,1430361.6714285717,219.0,546153.8812785388,831571.0502283105,1377724.9315068494,246.0,430420.2723577236,751008.4471544715,1181428.719512195
서울특별시교육청,서울특별시강동송파교육지원청,동신중학교,중학교,사립,,19500516.0,서울특별시 강동구 진황도로 72,02-3784-3938,http://dongshin.sen.ms.kr,435.0,751405.3310344829,1135225.4252873564,1886630.7563218393,470.0,724004.3617021277,1035748.7021276596,1759753.0638297873,469.0,374254.8933901919,327197.0,701451.893390192
서울특별시교육청,서울특별시동작관악교육지원청,동양중학교,중학교,사립,,19510303.0,서울특별시 동작구 흑석로9길 94,02-814-9652,https://dongyang.sen.ms.kr,343.0,914498.4139941692,193663.84839650145,1108162.2623906706,345.0,1167311.776811594,183026.02898550723,1350337.8057971017,362.0,536084.9447513812,148994.82044198894,685079.7651933702
서울특별시교육청,서울특별시동부교육지원청,동원중학교,중학교,공립,,19860506.0,서울특별시 중랑구 양원역로 32,02-493-8129,http://dongwon.sen.ms.kr,457.0,720011.2122538293,937046.5426695843,1657057.7549234135,383.0,1088470.0417754569,1247366.2088772843,2335836.2506527416,373.0,1014695.710455764,1141556.8632707775,2156252.5737265414
서울특별시교육청,서울특별시남부교육지원청,동일중학교,중학교,사립,,19690306.0,서울특별시 금천구 탑골로10길 45,02-802-0991,http://dongil.sen.ms.kr,504.0,785978.7242063491,138109.70238095237,924088.4265873017,532.0,708337.1804511278,132174.94360902256,840512.1240601502,532.0,463215.24436090223,109991.69172932331,573206.9360902256
서울특별시교육청,서울특별시동작관악교육지원청,동작중학교,중학교,공립,,19841208.0,서울특별시 동작구 동작대로39가길 83,02-591-6595,http://dongjak.sen.ms.kr,367.0,917848.9509536783,111039.67302452316,1028888.6239782016,377.0,900178.9071618036,184102.18832891245,1084281.0954907162,394.0,558520.2360406092,175574.3147208122,734094.5507614214
서울특별시교육청,서울특별시강동송파교육지원청,둔촌중학교,중학교,공립,,19860129.0,서울특별시 강동구 진황도로61길 25-30,02-489-7100,http://doonchon.sen.ms.kr,249.0,986286.37751004,1610114.6184738956,2596400.995983936,252.0,1118814.746031746,1570961.9047619049,2689776.650793651,288.0,771781.9791666665,1223727.048611111,1995509.0277777773
서울특별시교육청,서울특별시강서양천교육지원청,등명중학교,중학교,공립,,19950506.0,서울특별시 강서구 공항대로39길 39,02-2600-8200,deungmyoung.sen.ms.kr,601.0,455241.1647254576,84712.8452579035,539954.009983361,586.0,782694.9078498293,120703.43174061434,903398.3395904435,649.0,704685.6147919877,49366.269645608634,754051.8844375963
서울특별시교육청,서울특별시강서양천교육지원청,등원중학교,중학교,공립,,19950504.0,서울특별시 강서구 화곡로65길 50,02-2658-2707,http://deungwon.sen.ms.kr,322.0,1215213.8819875775,88831.73913043478,1304045.6211180124,266.0,1589640.15037594,223955.3759398496,1813595.5263157892,241.0,1592728.593360996,275882.65560165973,1868611.248962656
서울특별시교육청,서울특별시강서양천교육지원청,등촌중학교,중학교,사립,,19810130.0,서울특별시 강서구 공항대로 484-12,02-2653-0392,http://deungchon.sen.ms.kr,409.0,788194.6748166259,167837.04156479216,956031.716381418,392.0,1020015.1862244898,231866.4923469388,1251881.6785714286,364.0,681427.3076923077,149980.13736263735,831407.445054945
서울특별시교육청,서울특별시강서양천교육지원청,마곡중학교,중학교,공립,,20150302.0,서울특별시 강서구 마곡중앙5로 58,02-2666-8502,http://magok.sen.ms.kr,607.0,574381.6968698517,77586.73805601319,651968.4349258649,612.0,671266.727124183,125617.67973856207,796884.406862745,650.0,529753.9846153846,121264.21538461538,651018.2
서울특별시교육청,서울특별시강서양천교육지원청,마곡하늬중학교,중학교,공립,,20200301.0,서울특별시 강서구 마곡서1로 16,0269855900,http://magokhanui.sen.ms.kr,725.0,488218.0468965517,56120.05931034483,544338.1062068966,662.0,474136.7900302115,130084.66767371602,604221.4577039275,601.0,456075.2396006656,124233.078202995,580308.3178036606
서울특별시교육청,서울특별시성동광진교육지원청,마장중학교,중학교,공립,,20050405.0,서울특별시 성동구 마장로35나길 31,02-2282-2933,http://mj.sen.ms.kr,330.0,1244370.0515151515,92718.31515151517,1337088.3666666667,337.0,1275278.9554896145,210025.25222551927,1485304.2077151337,344.0,976452.9273255814,192943.6046511628,1169396.5319767443
서울특별시교육청,서울특별시강서양천교육지원청,마포중학교,중학교,사립,,19500601.0,서울특별시 강서구 화곡로 403,02-3663-2591,http://mapo.sen.ms.kr,445.0,652746.9955056179,146699.16853932585,799446.1640449436,441.0,744303.9773242631,128674.98866213152,872978.9659863946,478.0,524447.6359832636,132677.88702928871,657125.5230125523
서울특별시교육청,서울특별시동부교육지원청,면목중학교,중학교,공립,,19810504.0,서울특별시 중랑구 용마산로70길 37,02-437-0292,http://myonmok.sen.ms.kr,450.0,837528.6,372442.7333333333,1209971.3333333333,463.0,844378.4881209504,373686.13174946007,1218064.6198704103,478.0,659057.7615062762,368255.70292887033,1027313.4644351464
서울특별시교육청,서울특별시강서양천교육지원청,명덕여자중학교,중학교,사립,,19771015.0,서울특별시 강서구 강서로47길 34-10,02-2664-8813,http://myungduk.sen.ms.kr,530.0,804541.5849056604,276029.8188679245,1080571.4037735849,527.0,802477.2675521822,308837.47628083493,1111314.7438330173,552.0,729717.152173913,190191.53985507245,919908.6920289857
서울특별시교육청,서울특별시강동송파교육지원청,명일중학교,중학교,공립,,19840514.0,서울특별시 강동구 양재대로156길 57,02-429-5641,http://myungil.sen.ms.kr,1039.0,559942.281039461,42457.76708373436,602400.0481231954,982.0,615092.9633401224,52330.26476578412,667423.2281059064,940.0,270561.0425531915,50723.925531914894,321284.96808510635
서울특별시교육청,서울특별시서부교육지원청,명지중학교,중학교,사립,,19480412.0,서울특별시 서대문구 명지2길 56,02-302-7072,http://myongji.sen.ms.kr,804.0,788199.0422885572,301643.69527363183,1089842.7375621889,796.0,618357.4811557789,267010.69095477386,885368.1721105527,738.0,542692.3441734418,293736.1707317073,836428.5149051491
서울특별시교육청,서울특별시강서양천교육지원청,목동중학교,중학교,공립,,19810520.0,서울특별시 양천구 목동동로 172,02-2643-1103,http://mokdong.sen.ms.kr,1363.0,607864.7028613352,381850.1467351431,989714.8495964784,1355.0,457999.3328413284,409853.9188191882,867853.2516605166,1403.0,267574.5481111903,427285.0990734141,694859.6471846044
서울특별시교육청,서울특별시강서양천교육지원청,목운중학교,중학교,공립,,20090506.0,서울특별시 양천구 목동동로 235,02-2651-4060,http://mogun.sen.ms.kr,1374.0,567983.5611353712,65366.33187772926,633349.8930131005,1384.0,628513.4472543353,89258.84393063582,717772.2911849711,1386.0,594137.4603174604,98337.38816738816,692474.8484848485
서울특별시교육청,서울특별시강서양천교육지원청,목일중학교,중학교,공립,,19870508.0,서울특별시 양천구 목동동로8길 70,02-2646-0553,http://mokil.sen.ms.kr,1238.0,601721.859450727,94503.1098546042,696224.9693053312,1210.0,649671.53553719,138932.76033057852,788604.2958677686,1249.0,372643.2497998399,133695.09207365892,506338.3418734988
서울특별시교육청,서울특별시성동광진교육지원청,무학중학교,중학교,공립,,19681001.0,서울특별시 성동구 행당로 120,02-2298-6141,http://muhak.sen.ms.kr,749.0,814665.7530040053,217862.50200267023,1032528.2550066756,775.0,954910.8877419353,300577.8451612903,1255488.7329032258,805.0,449566.4186335404,452195.4931677018,901761.9118012423
서울특별시교육청,서울특별시남부교육지원청,문래중학교,중학교,공립,,19860504.0,서울특별시 영등포구 선유서로13길 6,02-6712-0707,http://mullae.sen.ms.kr,605.0,369575.6694214876,1093044.314049587,1462619.9834710746,622.0,423233.5112540193,1049266.2379421222,1472499.7491961415,623.0,713934.430176565,1070753.0979133227,1784687.5280898877
서울특별시교육청,서울특별시남부교육지원청,문성중학교,중학교,공립,,19900504.0,서울특별시 금천구 독산로102길 78,02-858-8446,http://munseong.sen.ms.kr,228.0,819334.25,487604.3421052632,1306938.5921052631,223.0,733021.730941704,587766.3677130045,1320788.0986547084,254.0,995669.6456692911,507146.2598425197,1502815.9055118111
서울특별시교육청,서울특별시남부교육지원청,문일중학교,중학교,사립,,19671214.0,서울특별시 금천구 시흥대로47길 45,02-891-6669,http://moonil.sen.ms.kr,351.0,598390.3133903134,462646.8005698005,1061037.1139601138,384.0,501028.828125,469674.359375,970703.1875,400.0,310705.1,383473.15,694178.25
서울특별시교육청,서울특별시강동송파교육지원청,문정중학교,중학교,공립,,19900120.0,서울특별시 송파구 문정로 73,02-448-6348,http://munjeong.sen.ms.kr,397.0,764582.9974811083,70146.07052896725,834729.0680100755,406.0,797557.9679802955,120293.57142857143,917851.539408867,467.0,866192.4239828693,142232.22698072804,1008424.6509635976
서울특별시교육청,서울특별시동작관악교육지원청,문창중학교,중학교,공립,,19810508.0,서울특별시 동작구 여의대방로22나길 40,02-821-2359,http://munchang.sen.ms.kr,356.0,816600.9943820224,65997.94943820225,882598.9438202246,337.0,1059237.465875371,159895.11869436203,1219132.584569733,390.0,578321.8358974359,143246.15384615384,721567.9897435898
서울특별시교육청,서울특별시강동송파교육지원청,문현중학교,중학교,공립,,20090416.0,서울특별시 송파구 충민로 99,02-407-4095,http://munhyeon.sen.ms.kr,525.0,653473.3714285714,176328.9714285714,829802.3428571429,500.0,892711.982,247334.1,1140046.082,538.0,454608.782527881,258684.219330855,713293.001858736
서울특별시교육청,서울특별시동작관악교육지원청,미성중학교,중학교,공립,,19840517.0,서울특별시 관악구 문성로16길 40,02-860-0900,http://misung.sen.ms.kr,434.0,797800.529953917,164924.28110599078,962724.8110599075,437.0,974661.1212814644,208072.471395881,1182733.5926773455,460.0,689310.7826086957,236176.60869565216,925487.391304348
서울특별시교육청,서울특별시강남서초교육지원청,반포중학교,중학교,공립,,19751010.0,서울특별시 서초구 신반포로 67,02-599-2304,http://banpo.sen.ms.kr,,,,,216.0,,,,434.0,731884.3778801843,173562.94930875575,905447.32718894
서울특별시교육청,서울특별시강남서초교육지원청,방배중학교,중학교,공립,,19810430.0,서울특별시 서초구 동광로 144,02-532-1342,http://bangbae.sen.ms.kr,639.0,552228.5289514867,52882.190923317685,605110.7198748044,549.0,734807.2896174863,118693.35154826958,853500.6411657558,560.0,563763.1589285714,140693.69642857142,704456.8553571429
서울특별시교육청,서울특별시강동송파교육지원청,방산중학교,중학교,공립,,19910506.0,서울특별시 송파구 오금로29길 31,02-2046-2600,http://bangsan.sen.ms.kr,458.0,576127.5480349344,67604.2576419214,643731.805676856,440.0,949690.1931818182,136857.29545454544,1086547.4886363638,430.0,680476.6511627907,192425.51162790696,872902.1627906977
서울특별시교육청,서울특별시강서양천교육지원청,방원중학교,중학교,공립,,19940512.0,서울특별시 강서구 금낭화로 268,02-2661-2812,http://bangwon.sen.ms.kr,301.0,935553.7009966776,124459.10299003322,1060012.803986711,327.0,1224228.0305810398,177631.86544342508,1401859.8960244649,367.0,962512.1634877383,232213.242506812,1194725.4059945503
서울특별시교육청,서울특별시강동송파교육지원청,방이중학교,중학교,공립,,19850412.0,서울특별시 송파구 오금로11길 64,02-2152-7111,http://bangi.sen.ms.kr,323.0,704790.4024767801,460699.5665634675,1165489.9690402476,319.0,1019955.736677116,467380.3448275862,1487336.081504702,365.0,788854.1917808219,406938.30136986304,1195792.493150685
서울특별시교육청,서울특별시북부교육지원청,방학중학교,중학교,공립,,19820415.0,서울특별시 도봉구 시루봉로 188,02-956-8343,http://banghak.sen.ms.kr,415.0,750952.8602409639,268376.4337349398,1019329.2939759037,400.0,1146346.295,338179.6925,1484525.9874999998,398.0,1170671.6532663316,337506.608040201,1508178.261306533
서울특별시교육청,서울특별시강서양천교육지원청,방화중학교,중학교,공립,,19860417.0,서울특별시 강서구 개화동로27길 9,02-2662-4452,http://banghwa.sen.ms.kr,320.0,483265.34375,216292.375,699557.71875,327.0,700525.7217125383,374799.96941896016,1075325.6911314984,345.0,776556.8695652174,490016.9768115942,1266573.8463768116
서울특별시교육청,서울특별시강동송파교육지원청,배명중학교,중학교,사립,,19341007.0,서울특별시 송파구 삼학사로 11,02-414-5474,http://bm.sen.ms.kr,453.0,772976.569536424,1409307.6445916116,2182284.214128036,453.0,811795.357615894,1395384.278145695,2207179.6357615893,501.0,549605.3413173653,1397082.6307385229,1946687.9720558885
서울특별시교육청,서울특별시중부교육지원청,배문중학교,중학교,사립,,19540522.0,서울특별시 용산구 효창원로 258,02-3480-7100,http://baemoon.sen.ms.kr,180.0,1133878.888888889,1135987.816666667,2269866.7055555554,192.0,974104.6822916665,1475897.1354166667,2450001.817708333,201.0,864589.3532338309,953663.2835820898,1818252.6368159205
서울특별시교육청,서울특별시강동송파교육지원청,배재중학교,중학교,사립,,18850608.0,서울특별시 강동구 고덕로 227,02-429-1885,http://paichai.sen.ms.kr,850.0,817657.9235294118,1475120.0952941177,2292778.0188235296,868.0,764305.0714285715,1528500.9412442397,2292806.0126728117,892.0,365766.9484304933,1442577.8565022422,1808344.8049327356
서울특별시교육청,서울특별시중부교육지원청,배화여자중학교,중학교,사립,,18981002.0,서울특별시 종로구 필운대로1길 34,02-725-6451,http://paiwha.sen.ms.kr,385.0,869191.3766233766,172642.98701298705,1041834.3636363636,403.0,819081.364764268,141433.72208436724,960515.0868486352,441.0,801923.6145124716,111059.07482993195,912982.6893424036
서울특별시교육청,서울특별시강서양천교육지원청,백석중학교,중학교,공립,,19830418.0,서울특별시 강서구 등촌로51나길 35,02-2644-2886,baekseok.sen.ms.kr,539.0,688510.1651205937,72143.13543599258,760653.3005565862,565.0,803102.3274336281,133068.6017699115,936170.9292035395,587.0,497605.2810902896,280787.0528109029,778392.3339011925
서울특별시교육청,서울특별시북부교육지원청,백운중학교,중학교,공립,,19920506.0,서울특별시 도봉구 도봉로129길 50,02-998-4035,http://baekwoon.sen.ms.kr,437.0,560702.4118993136,259415.28604118995,820117.6979405034,491.0,789318.9409368635,268995.600814664,1058314.5417515277,503.0,481855.0675944334,214359.50298210737,696214.5705765408
